insee;code;city
62476;62490;IZEL LES EQUERCHIN
62480;62113;LABOURSE
62484;62159;LAGNICOURT MARCEL
62490;62810;LATTRE ST QUENTIN
62493;62124;LEBUCQUIERE
62497;62790;LEFOREST
62506;62850;LICQUES
62507;62810;LIENCOURT
62519;62134;LISBOURG
62532;62540;LOZINGHEM
62535;62170;LA MADELAINE SOUS MONTREUIL
62536;62127;MAGNICOURT EN COMTE
62537;62270;MAGNICOURT SUR CANCHE
62539;62130;MAISNIL
62540;62620;MAISNIL LES RUITZ
34223;34480;PUIMISSON
34229;34220;RIOLS
34232;34460;ROQUEBRUN
34233;34650;ROQUEREDONDE
34238;34190;ST ANDRE DE BUEGES
34242;34160;ST BAUZILLE DE MONTMEL
34252;34260;ST ETIENNE ESTRECHOUX
34253;34520;ST FELIX DE L HERAS
34256;34160;ST GENIES DES MOURGUES
34257;34610;ST GENIES DE VARENSAL
34264;34380;ST JEAN DE BUEGES
34273;34390;ST MARTIN DE L ARCON
34279;34490;ST NAZAIRE DE LADAREZ
34282;34570;ST PAUL ET VALMALLE
34293;34330;LA SALVETAT SUR AGOUT
34294;34400;SATURARGUES
34295;34570;SAUSSAN
34302;34210;SIRAN
34309;34820;TEYRAN
34321;34130;VALERGUES
34323;34800;VALMASCLE
34326;34220;VELIEUX
34328;34230;VENDEMIAN
34329;34350;VENDRES
34338;34800;VILLENEUVETTE
34339;34360;VILLESPASSANS
35002;35150;AMANLIS
35019;35560;BAZOUGES LA PEROUSE
35021;35133;BEAUCE
35025;35133;BILLE
35027;35360;BOISGERVILLY
35032;35230;BOURGBARRE
35033;35890;BOURG DES COMPTES
35034;35120;LA BOUSSAC
35050;35190;CARDROC
35056;35190;LA CHAPELLE AUX FILTZMEENS
35057;35330;LA CHAPELLE BOUEXIC
35062;35133;LA CHAPELLE JANSON
35068;35220;CHATEAUBOURG
35068;35220;CHATEAUBOURG
35070;35430;CHATEAUNEUF D ILLE ET VILAINE
35080;35310;CINTRE
35088;35150;CORPS NUDS
35093;35800;DINARD
35094;35440;DINGE
35105;35500;ERBREE
35106;35620;ERCE EN LAMEE
35107;35340;ERCE PRES LIFFRE
35108;35150;ESSE
35121;35140;GOSNE
35122;35350;LA GOUESNIERE
35126;35580;GUICHEN
35132;35120;HIREL
35137;35133;JAVENE
35145;35660;LANGON
35159;35270;LOURMAIS
35170;35450;MECE
35175;35330;MERNEL
35176;35480;GUIPRY MESSAC
35180;35190;MINIAC SOUS BECHEREL
35202;35470;LA NOE BLANCHE
35206;35230;NOYAL CHATILLON SUR SEICHE
35206;35230;NOYAL CHATILLON SUR SEICHE
35208;35230;ORGERES
35217;35370;LE PERTRE
35221;35470;PLECHATEL
35238;35000;RENNES
35239;35240;RETIERS
35240;35650;LE RHEU
35244;35490;ROMAZY
35247;35610;ROZ SUR COUESNON
35253;35140;ST AUBIN DU CORMIER
35259;35120;ST BROLADRE
35261;35140;ST CHRISTOPHE DE VALAINS
35267;35460;ST ETIENNE EN COGLES
35269;35140;ST GEORGES DE CHESNE
35270;35610;ST GEORGES DE GREHAIGNE
35280;35140;ST HILAIRE DES LANDES
35285;35550;ST JUST
35288;35400;ST MALO
35290;35750;ST MALON SUR MEL
35300;35500;ST M HERVE
35302;35290;ST ONEN LA CHAPELLE
35303;35460;ST OUEN LA ROUERIE
35306;35430;ST PERE
35310;35133;ST SAUVEUR DES LANDES
35312;35580;ST SENOUX
35324;35133;LA SELLE EN LUITRE
35333;35240;LE THEIL DE BRETAGNE
35335;35134;THOURIE
35337;35190;TINTENIAC
35340;35380;TREFFENDEL
35350;35680;VERGEAL
35359;35130;VISSEICHE
35361;35960;LE VIVIER SUR MER
35363;35131;PONT PEAN
36003;36120;AMBRAULT
36008;36700;ARPHEUILLES
36015;36310;BEAULIEU
36024;36110;BRETAGNE
95543;95510;ST CYR EN ARTHIES
95572;95310;ST OUEN L AUMONE
95592;95450;SERAINCOURT
95604;95470;SURVILLIERS
95610;95450;THEMERICOURT
95628;95760;VALMONDOIS
97102;97121;ANSE BERTRAND
97105;97100;BASSE TERRE
97106;97125;BOUILLANTE
97112;97112;GRAND BOURG
97116;97111;MORNE A L EAU
97117;97160;LE MOULE
97118;97170;PETIT BOURG
97119;97131;PETIT CANAL
97128;97180;STE ANNE
97131;97137;TERRE DE HAUT
97133;97141;VIEUX FORT
97134;97119;VIEUX HABITANTS
97209;97200;FORT DE FRANCE
97210;97240;LE FRANCOIS
97212;97213;GROS MORNE
97214;97214;LE LORRAIN
97220;97211;RIVIERE PILOTE
97223;97270;ST ESPRIT
97224;97212;ST JOSEPH
97227;97228;STE LUCE
97228;97230;STE MARIE
97231;97229;LES TROIS ILETS
97304;97310;KOUROU
97305;97355;MACOURIA TONATE
97306;97360;MANA
97310;97311;ROURA
97312;97315;SINNAMARY
97361;97319;AWALA YALIMAPO
97401;97425;LES AVIRONS
97402;97412;BRAS PANON
97403;97414;ENTRE DEUX
97405;97429;PETITE ILE
97407;97420;LE PORT
97407;97420;LE PORT
97408;97419;LA POSSESSION
97408;97419;LA POSSESSION
97408;97419;LA POSSESSION
97409;97440;ST ANDRE
97411;97417;ST DENIS
97411;97490;ST DENIS
97411;97490;ST DENIS
97415;97411;ST PAUL
97415;97423;ST PAUL
97415;97435;ST PAUL
97415;97435;ST PAUL
97416;97410;ST PIERRE
97416;97432;ST PIERRE
97417;97442;ST PHILIPPE
97418;97438;STE MARIE
97421;97433;SALAZIE
97422;97430;LE TAMPON
97424;97413;CILAOS
97602;97650;BANDRABOUA
97603;97660;BANDRELE
97604;97620;BOUENI
97608;97615;DZAOUDZI
97610;97600;KOUNGOU
97611;97605;MAMOUDZOU
97611;97680;MAMOUDZOU
98714;98730;FAANUI
98716;98764;PAPARARA
98716;98790;TOAU
98717;98766;TARIONE
98718;98740;OMOA
98719;98755;KAMAKA
98719;98755;RIKITEA
98719;98792;MOTUREIVAVAO
98719;98792;TENARARO
98719;98793;MARUTEA SUD
98721;98790;TEPEPERU
98723;98741;EIAONE
98723;98741;NAHOE
98723;98741;PAUMAU
98723;98749;PUAMAU
98723;98796;FATU HUKU
98724;98731;FAIE
98724;98731;FITII
98725;98709;MAHINA
98725;98710;OROFARA
98726;98790;GARUMAOA
98726;98790;HARAIKI
98726;98790;HENUAPAREA
98728;98732;MOPELIA
98729;98728;TEAVARO
98729;98728;TEMAE
98729;98728;VAIARE
98729;98729;HAAPITI
98729;98729;HAURU
98729;98729;PIHAENA
98729;98729;TIAHURA
98731;98742;NUKUATAHA
98731;98742;TAIOHAE
98731;98742;AAKAPA
98731;98796;HATU ITI
57392;57580;LEMUD
57401;57340;LIDREZING
57403;57420;LIEHON
57404;57260;LINDRE BASSE
57411;57650;LOMMERANGE
57416;57420;LORRY MARDIGNY
57417;57670;LOSTROFF
57426;57935;LUTTANGE
57427;57820;LUTZELBOURG
57430;57380;MAINVILLERS
57433;57280;MAIZIERES LES METZ
57436;57590;MALAUCOURT SUR SEILLE
57437;57480;MALLING
57440;57590;MANHOUE
57442;57380;MANY
57449;57530;MARSILLY
57453;57660;MAXSTADT
57454;57245;MECLEUVES
57471;57220;MOMERSTROFF
57479;57480;MONTENACH
57481;57860;MONTOIS LA MONTAGNE
57487;57160;MOULINS LES METZ
57497;57670;NELLING
57499;57910;NEUFGRANGE
57502;57320;NEUNKIRCHEN LES BOUZONVILLE
57506;57930;NIEDERSTINZEL
57513;57720;NOUSSEVILLER LES BITCHE
57523;57530;OGY
57528;57590;ORON
57531;57970;OUDRENNE
57533;57530;PANGE
57534;57245;PELTRE
57535;57410;PETIT REDERCHING
57539;57340;PEVANGE
57546;57140;PLESNOIS
57549;57380;PONTPIERRE
57564;57810;RECHICOURT LE CHATEAU
57577;57230;REYERSVILLER
57582;57270;RICHEMONT
57588;57570;RODEMACK
57596;57800;ROSBRUCK
57607;57640;STE BARBE
57611;57830;ST GEORGES
57624;57130;STE RUFFINE
57625;57170;SALONNES
57626;57640;SANRY LES VIGY
57629;57400;SARRALTROFF
57637;57400;SCHNECKENBUSCH
57643;57420;SECOURT
57649;57640;SERVIGNY LES STE BARBE
57650;57480;SIERCK LES BAINS
57660;57350;STIRING WENDEL
57662;57340;SUISSE
57672;57100;THIONVILLE
57674;57590;TINCRY
57687;57340;VALLERANGE
57690;57730;VALMONT
57692;57340;VANNECOURT
57693;57070;VANTOUX
57705;57220;VELVING
57706;57260;VERGAVILLE
57715;57420;VIGNY
57716;57640;VIGY
57720;57550;VILLING
57725;57670;VITTERSBOURG
57730;57220;VOLMERANGE LES BOULAY
57740;57480;WALDWISSE
57746;57430;WILLERWALD
57748;57905;WITTRING
57752;57915;WOUSTVILLER
57754;57630;XANREY
57765;57890;DIESEN
57767;57970;STUCKANGE
58006;58270;ANLEZY
58008;58800;ANTHIEN
58013;58700;ARTHEL
58015;58420;ASNAN
58026;58420;BEAULIEU
58028;58270;BEAUMONT SARDOLLES
58037;58140;BRASSY
58046;58340;CERCY LA TOUR
58052;58420;CHAMPALLEMENT
58056;58400;CHAMPVOUX
58057;58240;CHANTENAY ST IMBERT
58063;58120;CHATEAU CHINON CAMPAGNE
58077;58220;CIEZ
58084;58210;CORVOL D EMBERNARD
58086;58200;COSNE COURS SUR LOIRE
58088;58660;COULANGES LES NEVERS
58094;58310;DAMPIERRE SOUS BOUHY
58102;58220;DONZY
58104;58390;DORNES
58111;58430;FACHIN
58113;58270;FERTREVE
58135;58290;ISENAY
58151;58260;LA MACHINE
58152;58470;MAGNY COURS
58156;58210;MARCY
58159;58800;MARIGNY SUR YONNE
58161;58290;MAUX
74127;74500;FETERNES
74128;74250;FILLINGES
74129;74200;LA FORCLAZ
74130;74910;FRANCLENS
74138;74540;GRUFFY
74140;74420;HABERE POCHE
74145;74100;JUVIGNY
74147;74210;LATHUILE
74157;74200;LYAUD
74175;74500;MEILLERIE
74189;74130;MONT SAXONNEX
74196;74300;NANCY SUR CLUSES
74197;74380;NANGY
74202;74330;NONGLARD
74203;74500;NOVEL
74205;74490;ONNION
74208;74190;PASSY
74208;74480;PASSY
74208;74480;PASSY
74212;74130;LE PETIT BORNAND LES GLIERES
74213;74330;POISY
74218;74500;PUBLIER
74220;74930;REIGNIER ESERY
74222;74200;REYVROZ
74225;74150;RUMILLY
74226;74420;ST ANDRE DE BOEGE
74234;74210;ST FERREOL
74243;74160;ST JULIEN EN GENEVOIS
24180;24450;FIRBEIX
24183;24580;FLEURAC
24184;24250;FLORIMONT GAUMIER
24198;24310;LA GONTERIE BOULOUNEIX
24213;24140;JAURE
24218;24630;JUMILHAC LE GRAND
24220;24380;LACROPTE
24222;24130;LA FORCE
24226;24230;LAMOTHE MONTRAVEL
24230;24170;LARZAC
24234;24400;LES LECHES
24235;24340;LEGUILLAC DE CERCLES
24243;24350;LISLE
24257;24540;MARSALES
24260;24150;MAUZAC ET GRAND CASTANG
24270;24330;MILHAC D AUBEROCHE
24271;24470;MILHAC DE NONTRON
24274;24240;MONBAZILLAC
24280;24540;MONPAZIER
24283;24340;MONSEC
24292;24610;MONTPEYROUX
24309;24190;NEUVIC
24320;24270;PAYZAC
24322;24000;PERIGUEUX
24325;24370;PEYRILLAC ET MILLAC
24327;24510;PEZULS
24330;24580;PLAZAC
24334;24150;PONTOURS
24348;24500;RAZAC D EYMET
24354;24490;LA ROCHE CHALAIS
24354;24490;LA ROCHE CHALAIS
24356;24580;ROUFFIGNAC ST CERNIN DE REILHAC
24357;24240;ROUFFIGNAC DE SIGOULES
24369;24330;ST ANTOINE D AUBEROCHE
24373;24500;ST AUBIN DE CADELECH
24374;24560;ST AUBIN DE LANQUAIS
24378;24540;ST AVIT RIVIERE
24382;24150;ST CAPRAISE DE LALINDE
24386;24550;ST CERNIN DE L HERM
24392;24590;ST CREPIN ET CARLUCET
24402;24500;STE EULALIE D EYMET
24404;24260;ST FELIX DE REILLAC ET MORTEMART
24408;24460;ST FRONT D ALEMPS
24410;24300;ST FRONT LA RIVIERE
24411;24300;ST FRONT SUR NIZONNE
24417;24160;ST GERMAIN DES PRES
24420;24400;ST GERY
24423;24500;STE INNOCENCE
24434;24320;ST JUST
24438;24170;ST LAURENT LA VALLEE
24442;24110;ST LEON SUR L ISLE
24443;24290;ST LEON SUR VEZERE
24448;24160;ST MARTIAL D ALBAREDE
24453;24800;ST MARTIN DE FRESSENGEAS
24455;24600;ST MARTIN DE RIBERAC
24460;24600;ST MEARD DE DRONE
24461;24610;ST MEARD DE GURCON
24463;24160;ST MEDARD D EXCIDEUIL
24473;24210;STE ORSE
24474;24530;ST PANCRACE
24475;24640;ST PANTALY D ANS
24478;24170;ST PARDOUX ET VIELVIC
24488;24170;ST POMPONT
24495;24540;ST ROMAIN DE MONPAZIER
24515;24160;SALAGNAC
24536;24500;SINGLEYRAC
24541;24360;SOUDAT
24542;24540;SOULAURES
24549;24240;THENAC
24554;24320;LA TOUR BLANCHE
24559;24620;TURSAC
24561;24310;VALEUIL
62552;62990;MARESQUEL ECQUEMICOURT
62562;62310;MATRINGHEM
62571;62155;MERLIMONT
62572;62124;METZ EN COUTURE
62574;62690;MINGOVAL
62580;62127;MONCHY BRETON
62586;62123;MONTENESCOURT
62595;62910;MOULLE
62596;62140;MOURIEZ
62597;62121;MOYENNEVILLE
62602;62180;NEMPONT ST FIRMIN
62604;62152;NEUFCHATEL HARDELOT
62605;62770;NEULETTE
62609;62580;NEUVILLE ST VAAST
62614;62610;NIELLES LES ARDRES
62616;62390;NOEUX LES AUXI
62618;62890;NORDAUSQUES
62623;62370;NOUVELLE EGLISE
62631;62270;NUNCQ HAUTECOTE
62631;62270;NUNCQ HAUTECOTE
62634;62370;OFFEKERQUE
62639;62580;OPPY
62651;62127;PENIN
62652;62550;PERNES
62657;62340;PIHEN LES GUINES
62659;62310;PLANQUES
62662;62370;POLINCOVE
62667;62480;LE PORTEL
62669;62550;PRESSY
62672;62116;PUISIEUX
62677;62140;LE QUESNOY EN ARTOIS
62682;62650;QUILEN
62683;62390;QUOEUX HAUT MAINIL
62684;62120;RACQUINGHEM
62689;62173;RANSART
62690;62140;RAYE SUR AUTHIE
62691;62120;ST AUGUSTIN
62691;62129;ST AUGUSTIN
62696;62560;RECLINGHEM
62697;62860;RECOURT
62703;62156;REMY
62704;62560;RENTY
62717;62130;ROELLECOURT
62725;62990;ROYON
62731;62124;RUYAULCOURT
62735;62113;SAILLY LABOURSE
62739;62860;SAINS LES MARQUION
62743;62140;STE AUSTREBERTHE
62748;62370;ST FOLQUIN
62749;62770;ST GEORGES
62753;62223;ST LAURENT BLANGY
62754;62128;ST LEGER
62779;62760;SARTON
62784;62158;SAULTY
62786;62240;SELLES
62792;62910;SERQUES
62803;62850;SURQUES
62808;62134;TENEUR
62811;62129;THEROUANNE
62814;62760;THIEVRES
62817;62217;TILLOY LES MOFFLAINES
62819;62500;TILQUES
62823;62310;TORCY
62824;62140;TORTEFONTAINE
62829;62450;LE TRANSLOY
62835;62550;VALHUON
62838;62390;VAULX
62842;62880;VENDIN LE VIEIL
62845;62830;VERLINCTHUN
62848;62131;VERQUIN
62855;62450;VILLERS AU FLOS
62857;62690;VILLERS CHATEL
62859;62390;VILLERS L HOPITAL
62866;62180;WABEN
62875;62120;WARDRECQUES
62876;62450;WARLENCOURT EAUCOURT
62879;62810;WARLUZEL
62883;62130;WAVRANS SUR TERNOISE
62888;62830;WIERRE AU BOIS
62893;62930;WIMEREUX
62896;62240;WIRWIGNES
62902;62570;WIZERNES
62904;62890;ZOUAFQUES
62906;62370;ZUTKERQUE
63004;63770;LES ANCIZES COMPS
63008;63250;ARCONSAT
63022;63570;AUZAT LA COMBELLE
63023;63590;AUZELLES
63027;63600;BAFFIE
63033;63310;BEAUMONT LES RANDAN
63040;63160;BILLOM
63042;63112;BLANZAT
63048;63760;BOURG LASTIC
63054;63500;LE BROC
63067;63330;LA CELLETTE
63076;63980;CHAMBON SUR DOLORE
63078;63580;CHAMEANE
63079;63580;CHAMPAGNAT LE JEUNE
63115;63380;COMBRAILLES
63127;63320;CRESTE
36026;36110;BRION
36030;36230;BUXIERES D AILLAC
36038;36160;CHAMPILLET
36045;36700;CHATILLON SUR INDRE
36053;36300;CIRON
36056;36340;CLUIS
36059;36100;CONDE
36063;36130;DEOLS
36064;36130;DIORS
36066;36300;DOUADIC
36068;36210;DUN LE POELIER
36076;36220;FONTGOMBAULT
36078;36230;FOUGEROLLES
36080;36180;FREDILLE
36085;36150;GUILLY
36088;36100;ISSOUDUN
36090;36240;JEU MALOCHES
36093;36110;LEVROUX
36100;36400;LOUROUER ST LAURENT
36112;36120;MARON
36118;36500;MEOBECQ
36133;36340;MOUHERS
36153;36290;PAULNAY
36175;36110;ROUVRES LES BOIS
36176;36300;RUFFEC
36187;36170;ST CIVRAN
36189;36230;ST DENIS DE JOUHET
36191;36150;ST FLORENTIN
36207;36190;ST PLANTAIRE
36208;36160;STE SEVERE SUR INDRE
36211;36120;SASSIERGES ST GERMAIN
36213;36220;SAUZELLES
36215;36100;SEGRY
36224;36220;TOURNON ST MARTIN
36226;36230;TRANZAULT
36229;36210;VAL FOUZON
36230;36150;VATAN
36231;36330;VELLES
36233;36600;LA VERNELLE
36236;36400;VICQ EXEMPLET
37002;37340;AMBILLOU
37003;37400;AMBOISE
37005;37800;ANTOGNY LE TILLAC
37006;37260;ARTANNES SUR INDRE
37024;37140;BENAIS
37025;37510;BERTHENAY
37029;37240;BOSSEE
37041;37370;BUEIL EN TOURAINE
37049;37310;CHAMBOURG SUR INDRE
37061;37290;CHARNIZAY
37066;37310;CHEDIGNY
37075;37310;CIGOGNE
37076;37500;CINAIS
37085;37310;COURCAY
37091;37150;LA CROIX EN TOURAINE
37093;37220;CROUZILLES
37094;37240;CUSSAY
37095;37110;DAME MARIE LES BOIS
37097;37310;DOLUS LE SEC
37100;37150;EPEIGNE LES BOIS
37105;37120;FAYE LA VINEUSE
37114;37350;LA GUERCHE
37116;37110;LES HERMITES
37128;37130;LIGNIERES DE TOURAINE
37132;37600;LOCHES
37133;37460;LOCHE SUR INDROIS
37136;37240;LE LOUROUX
37153;37380;MONNAIE
37155;37110;MONTHODON
37161;37530;MOSNES
37162;37600;MOUZAY
37163;37530;NAZELLES NEGRON
37167;37360;NEUILLE PONT PIERRE
37168;37160;NEUILLY LE BRIGNON
37169;37110;NEUVILLE SUR BRENNE
37174;37800;NOUATRE
37178;37220;PANZOULT
37179;37210;PARCAY MESLAY
37185;37530;POCE SUR CISSE
37189;37290;PREUILLY SUR CLAISE
37190;37800;PUSSIGNY
37192;37310;REIGNAC SUR INDRE
37207;37370;ST AUBIN LE DEPEINT
37209;37310;ST BAULD
37211;37320;ST BRANCHS
37222;37600;ST JEAN ST GERMAIN
37224;37380;ST LAURENT EN GATINES
37231;37370;ST PATERNE RACAN
37234;37310;ST QUENTIN SUR INDROIS
37241;37340;SAVIGNE SUR LATHAN
37244;37220;SAZILLY
37249;37360;SONZAY
37255;37220;TAVANT
37257;37260;THILOUZE
37262;37220;TROGUES
37266;37250;VEIGNE
37269;37600;VERNEUIL SUR INDRE
37273;37700;LA VILLE AUX DAMES
37278;37260;VILLEPERDUE
38001;38490;LES ABRETS EN DAUPHINE
98732;98788;TEMANUFAARA
98735;98714;PAPEETE
98739;98750;ANATONU
98741;98794;MAROTIRI
98742;98779;TAPUARAVA
98743;98752;ANAPOTO
98744;98753;HAUTI
98745;98733;TAHAA
98745;98734;HAAMENE
98745;98734;FAAAHA
98746;98743;HANATETENA
98747;98719;AFAAHITI
98748;98725;VAIRAO
98756;98747;HANE
98757;98745;HAKAHAU
98805;98830;DUMBEA
98808;98816;HOUAILOU
98808;98838;PORO
98814;98820;WE
98817;98809;MONT DORE
98817;98876;LA COULEE
98821;98890;PAITA
98822;98822;POINDIMIE
98826;98826;POUM
98827;98877;NEPOUI
98831;98883;OUACO
98832;98834;YATE
2A001;20167;AFA
2A004;20090;AJACCIO
2A004;20167;AJACCIO
2A011;20112;ALTAGENE
2A018;20110;ARBELLARA
2A026;20190;AZILONE AMPAZA
2A061;20170;CARBINI
2A064;20190;CARDO TORGIA
2A091;20123;COGNOCOLI MONTICCHI
2A092;20135;CONCA
2A098;20138;COTI CHIAVARI
2A104;20117;ECCICA SUARELLA
2A132;20128;GUARGUALE
2A141;20160;LETIA
2A158;20112;MELA
2A196;20125;ORTO
2A204;20121;PASTRICCIOLA
2A228;20166;PIETROSELLA
2A240;20125;POGGIOLO
2A240;20160;POGGIOLO
2A259;20121;REZZA
2A262;20121;ROSAZIA
2A270;20151;SARI D ORCINO
2A271;20167;SARROLA CARCOPINO
2A285;20152;SORBOLLANO
2A288;20146;SOTTA
2A310;20143;SANTA MARIA FIGANIELLA
2A322;20134;TASSO
2A323;20167;TAVACO
2A348;20118;VICO
2A359;20132;ZICAVO
2A362;20124;ZONZA
2B010;20220;ALGAJOLA
2B030;20228;BARRETTALI
2B033;20600;BASTIA
2B039;20235;BISINCHI
2B049;20260;CALENZANA
2B051;20244;CAMBIA
2B054;20290;CAMPILE
2B068;20244;CARTICASI
2B073;20224;CASAMACCIOLI
2B074;20250;CASANOVA
2B079;20235;CASTELLO DI ROSTINO
2B083;20236;CASTIRLA
2B084;20225;CATERI
2B086;20238;CENTURI
2B095;20224;CORSCIA
2B107;20275;ERSA
2B120;20600;FURIANI
2B121;20245;GALERIA
2B126;20251;GIUNCAGGIO
2B135;20243;ISOLACCIO DI FIUMORBO
2B166;20290;MONTE
2B167;20214;MONTEGROSSO
2B169;20218;MOROSAGLIA
2B170;20238;MORSIGLIA
2B173;20225;MURO
2B183;20217;OGLIASTRO
2B184;20217;OLCANI
2B195;20290;ORTIPORIO
2B206;20290;PENTA ACQUATELLA
2B208;20234;PERELLI
2B214;20215;PIANO
2B216;20234;PIAZZALI
2B219;20229;PIEDICROCE
2B236;20240;POGGIO DI NAZZA
2B248;20218;PRATO DI GIOVELLINA
2B260;20250;RIVENTOSA
2B273;20213;SCATA
2B274;20290;SCOLCA
2B277;20243;SERRA DI FIUMORBO
2B281;20233;SISCO
2B287;20246;SORIO
58166;58140;MHERE
58175;58110;MONT ET MARRE
58178;58340;MONTIGNY SUR CANNE
58189;58400;NARCY
58191;58420;NEUILLY
58194;58000;NEVERS
58196;58700;NOLAY
58197;58190;NUARS
58202;58110;OUGNY
58224;58190;RUAGES
58225;58470;SAINCAIZE MEAUCE
58227;58310;ST AMAND EN PUISAYE
58231;58130;ST AUBIN LES FORGES
58234;58700;ST BONNOT
58237;58190;ST DIDIER
58241;58300;ST GERMAIN CHASSENAY
58243;58340;ST GRATIEN SAVIGNY
58250;58300;ST LEGER DES VIGNES
58257;58330;ST MAURICE
58261;58200;ST PERE
58266;58420;ST REVERIEN
58272;58800;SARDY LES EPIRY
58273;58160;SAUVIGNY LES BOIS
58277;58290;SERMAGES
58278;58000;SERMOISE SUR LOIRE
58286;58190;TANNAY
58289;58250;TERNANT
58293;58300;TOURY LURCY
58295;58150;TRACY SUR LOIRE
58304;58210;VARZY
58305;58140;VAUCLAIX
58307;58150;VIELMANAY
58313;58420;VITRY LACHE
59002;59215;ABSCON
59004;59310;AIX
59009;59491;VILLENEUVE D ASCQ
59009;59493;VILLENEUVE D ASCQ
59012;59186;ANOR
59016;59380;ARMBOUTS CAPPEL
59017;59280;ARMENTIERES
59019;59269;ARTRES
59026;59265;AUBIGNY AU BAC
59027;59494;AUBRY DU HAINAUT
59032;59300;AULNOY LEZ VALENCIENNES
59038;59296;AVESNES LE SEC
59048;59554;BANTIGNY
59052;59221;BAUVIN
59058;59330;BEAUFORT
59059;59540;BEAUMONT EN CAMBRESIS
59062;59740;BEAURIEUX
59071;59235;BERSEE
59072;59600;BERSILLIES
59073;59270;BERTHEN
59074;59980;BERTRY
59079;59192;BEUVRAGES
59080;59310;BEUVRY LA FORET
59087;59189;BOESEGHEM
59088;59280;BOIS GRENIER
59089;59470;BOLLEZEELE
59125;59267;CANTAING SUR ESCAUT
59132;59217;CARNIERES
59141;59400;CAUROIR
59142;59680;CERFONTAINE
59150;59830;COBRIEUX
59156;59552;COURCHELETTES
59159;59279;CRAYWICK
59163;59170;CROIX
59164;59222;CROIX CALUYAU
59166;59990;CURGIES
59170;59187;DECHY
59171;59127;DEHERIES
59183;59240;DUNKERQUE
59184;59173;EBBLINGHEM
59186;59740;ECCLES
59193;59320;EMMERIN
59201;59320;ERQUINGHEM LE SEC
59203;59171;ERRE
59206;59161;ESCAUDOEUVRES
59211;59553;ESQUERCHIN
59219;59295;ESTRUN
59220;59155;FACHES THUMESNIL
59223;59550;LE FAVRIL
59226;59740;FELLERIES
59231;59680;FERRIERE LA PETITE
59237;59270;FLETRE
59238;59158;FLINES LES MORTAGNE
59246;59222;FOREST EN CAMBRESIS
59249;59610;FOURMIES
59268;59253;LA GORGUE
59273;59820;GRAVELINES
59283;59138;HARGNIES
59289;59294;HAUSSY
59290;59440;HAUT LIEU
59292;59255;HAVELUY
59293;59660;HAVERSKERQUE
59295;59190;HAZEBROUCK
59300;59247;HEM LENGLET
59302;59195;HERIN
59303;59134;HERLIES
59306;59740;HESTRUD
24569;24320;VENDOIRE
24571;24380;VERGT
24582;24530;VILLARS
24585;24550;VILLEFRANCHE DU PERIGORD
24586;24600;VILLETOUREIX
24587;24200;VITRAC
25001;25320;ABBANS DESSOUS
25007;25530;ADAM LES VERCEL
25018;25340;ANTEUIL
25031;25400;AUDINCOURT
25035;25870;LES AUXONS
25036;25720;AVANNE AVENEY
25040;25490;BADEVEL
25042;25210;LE BARBOUX
25047;25110;BAUME LES DAMES
25057;25200;BETHONCOURT
25073;25870;BONNAY
25077;25210;LA BOSSE
25078;25360;BOUCLANS
25084;25320;BOUSSIERES
25085;25560;BOUVERANS
25087;25340;BRANNE
25098;25440;BUFFARD
25114;25190;CHAMESOL
25116;25360;CHAMPLIVE
25123;25620;CHARBONNIERES LES SAPINS
25127;25140;CHARQUEMONT
25137;25640;CHAUDEFONTAINE
25141;25530;CHAUX LES PASSAVANT
25145;25430;CHAZOT
25147;25320;CHEMAUDIN
25149;25440;CHENECEY BUILLON
25150;25170;CHEVIGNEY SUR L OGNON
25151;25530;CHEVIGNEY LES VERCEL
25159;25260;COLOMBIER FONTAINE
25161;25390;CONSOLATION MAISONNETTES
25171;25440;COURCELLES
25175;25530;COURTETAIN ET SALANS
25176;25560;COURVIERES
25178;25340;CROSEY LE PETIT
25185;25440;CUSSEY SUR LISON
25194;25310;DANNEMARIE
25202;25560;DOMPIERRE LES TILLEULS
25212;25480;ECOLE VALENTIN
25215;25640;L ECOUVOTTE
25218;25530;EPENOUSE
25223;25330;ETERNOZ
25223;25330;ETERNOZ
25224;25260;ETOUVANS
25230;25400;EXINCOURT
25231;25530;EYSSON
25233;25580;FALLERANS
25236;25330;FERTANS
25237;25490;FESCHES LE CHATEL
25238;25470;FESSEVILLERS
25242;25640;FLAGEY RIGNEY
25245;25660;FONTAIN
25248;25210;LES FONTENELLES
25251;25110;FOURBANNE
25255;25140;FOURNET BLANCHEROCHE
25259;25560;FRASNE
25273;25360;GLAMONDANS
25274;25310;GLAY
25275;25190;GLERE
25277;25680;GONDENANS LES MOULINS
25279;25680;GOUHELANS
25280;25470;GOUMOIS
25283;25440;GOUX SOUS LANDET
25287;25320;GRANDFONTAINE
25289;25510;GRANDFONTAINE SUR CREUSE
25293;25300;GRANGES NARBOZ
25306;25340;L HOPITAL ST LIEFFROY
25311;25250;HYEMONDANS
25312;25110;HYEVRE MAGNY
25314;25470;INDEVILLERS
25335;25190;LIEBVILLERS
25343;25690;LONGEMAISON
25366;25120;MANCENANS LIZERNE
25369;25250;MARVELISE
25371;25170;MAZEROLLES LE SALIN
25374;25410;MERCEY LE GRAND
25380;25370;METABIEF
25384;25680;MONDON
